customer_id,archetype,area_type,assortment_reliability,wallet_share
36,trialist,established,0.6992490462266409,0.37775031933254355
37,promo_hunter,new_society,0.7087323915250863,0.2681317384751592
38,promo_hunter,established,0.8742845280027456,0.3378962679636612
39,trialist,new_society,0.6043699143795677,0.5361189257134784
40,promo_hunter,new_society,0.8322821264322382,0.4416566944840411
41,trialist,new_society,0.7610504742622937,0.7179317169743191
42,habitual_regular,new_society,0.8875726796305551,0.24640462776041164
43,trialist,new_society,0.8671150238144733,0.5494352607984465
44,power_user,established,0.886600116491404,0.8625174777607123
45,trialist,established,0.7810238767307105,0.5300146107669739
46,promo_hunter,established,0.9709816179880574,0.587905333051879
47,trialist,established,0.844783484605471,0.5906204445127866
48,habitual_regular,established,0.7435128262048202,0.7680009124061783
49,trialist,established,0.8442309554148444,0.6345700466526528
50,promo_hunter,new_society,0.90961896577264,0.3950605594416536
51,habitual_regular,new_society,0.7346855774283138,0.3771242083405699
52,promo_hunter,established,0.8792670379139598,0.15597087563747156
53,habitual_regular,new_society,0.715503518945631,0.5584907273029023
54,promo_hunter,new_society,0.9300166951259146,0.790713149803987
55,trialist,new_society,0.8816334765293619,0.4191771687481647
56,habitual_regular,established,0.8409013336501266,0.3991285789417614
57,trialist,established,0.8631705414591667,0.6997061572575709
58,habitual_regular,established,0.9165445567906869,0.9193908754408596
59,trialist,new_society,0.7799904478946127,0.42936127480229186
60,habitual_regular,established,0.5888288306393404,0.6078716835482594
61,habitual_regular,established,0.8809521995238008,0.4915792365736189
62,trialist,established,0.9170159819865575,0.685775682660523
63,promo_hunter,established,0.6741927273333549,0.16241973295193624
64,promo_hunter,new_society,0.5884720350830621,0.4890296661686009
65,trialist,established,0.6879837965054367,0.14727902212156793
66,promo_hunter,established,0.8064166572754131,0.4950160768268312
67,promo_hunter,new_society,0.7992774369961965,0.6292398046533305
68,habitual_regular,established,0.6681122140158269,0.252924144553569
69,habitual_regular,established,0.8410527745617449,0.8361949137396703
70,habitual_regular,established,0.8498561198384664,0.6550471355879508
71,habitual_regular,established,0.8616624089638726,0.6494842358413527
72,habitual_regular,new_society,0.8647322535585215,0.7106496998288674
73,trialist,new_society,0.8480259515929536,0.8012164125310871
74,habitual_regular,established,0.7073038034127113,0.6726323314204199
75,power_user,new_society,0.8894055972133914,0.6757711659482728
76,trialist,established,0.6593349597142066,0.5714935033942443
77,habitual_regular,established,0.8267359376455293,0.7944920172799176
78,promo_hunter,new_society,0.9475768792107829,0.5491747104905192
79,trialist,established,0.636137524516123,0.4511098360702895
80,power_user,established,0.7182382636475892,0.7011263768700517
81,trialist,established,0.7810494987818511,0.4536787858359056
82,habitual_regular,established,0.6037158260342217,0.496835759029765
83,promo_hunter,new_society,0.859259207368836,0.390849566927578
84,promo_hunter,established,0.8874312703291334,0.3968868226475993
85,trialist,new_society,0.7669162167329083,0.22032495588345707
86,promo_hunter,new_society,0.923466025183274,0.28166177271429854
87,promo_hunter,new_society,0.7152278006741308,0.26547978743476247
88,habitual_regular,new_society,0.8880743385396315,0.5798818787416224
89,habitual_regular,new_society,0.9435066508765346,0.576234632642621
90,trialist,established,0.8618556296171064,0.2775480952885593
91,promo_hunter,established,0.874330603380267,0.3759272907611275
92,habitual_regular,new_society,0.9433898737404224,0.5691826684495749
93,habitual_regular,established,0.8667664682162128,0.7957805147394869
94,trialist,new_society,0.6610414538948893,0.2350657518915909
95,habitual_regular,established,0.8513743979797582,0.4945160295271415
96,trialist,established,0.6352896002893692,0.4790197457567709
97,promo_hunter,new_society,0.7643885911369214,0.37220640523301146
98,trialist,established,0.90398875024543,0.4564930853414943
99,trialist,established,0.724174090721042,0.4177402635140428
100,trialist,established,0.870389442302823,0.32230208540237576
101,promo_hunter,new_society,0.9128396326487079,0.39187697749731004
102,power_user,new_society,0.8364198076267539,0.7381869392247398
103,promo_hunter,established,0.9165440910523193,0.5868395203859452
104,trialist,established,0.8957227234803838,0.6710002304711825
105,habitual_regular,established,0.9182642642345173,0.6645333214847285
106,habitual_regular,new_society,0.8779118484839705,0.49389776734655755
107,promo_hunter,established,0.7795130748040798,0.18224546656908044
108,promo_hunter,established,0.7519598829916703,0.18640299612614478
109,trialist,established,0.9483415483219404,0.5346812615851354
110,habitual_regular,established,0.9352551472050238,0.39242679748524767
111,trialist,new_society,0.933465729167458,0.1158042035557778
112,habitual_regular,established,0.8762604052963511,0.798528148773284
113,promo_hunter,new_society,0.8671749043701458,0.09044056195927498
114,power_user,established,0.7959819341657275,0.9127530873824433
115,habitual_regular,established,0.6820782200036056,0.3173496551993948
116,power_user,new_society,0.9434410775045193,0.9620396144847086
117,trialist,established,0.8346250904183484,0.3562302294763784
118,power_user,established,0.8135586273999346,0.8902334559351189
119,trialist,new_society,0.5829059571539764,0.6785862012495519
120,habitual_regular,established,0.8209677687996879,0.7269815529304656
121,trialist,new_society,0.8088436350137362,0.6214020102104767
122,promo_hunter,new_society,0.8089306490311874,0.18637340162624522
123,habitual_regular,established,0.8914058487241943,0.4202392186002636
124,power_user,established,0.7793316275298972,0.5539536538411121
125,promo_hunter,established,0.8753049376363897,0.1705986587269855
126,promo_hunter,new_society,0.7978015948579105,0.31756418027424355
127,promo_hunter,established,0.5961201234545132,0.2436246087285184
128,promo_hunter,established,0.8440864078061291,0.48259738397108587
129,habitual_regular,established,0.9036416518327356,0.6359476128775474
130,trialist,new_society,0.9654287377050265,0.42314040583083007
131,trialist,established,0.8466381401626644,0.5468907930267841
132,promo_hunter,established,0.577160838005006,0.35528132083288266
133,trialist,new_society,0.9000807219084365,0.631175724500747
134,power_user,established,0.8633810530037701,0.921162867181104
135,trialist,established,0.8917019100802217,0.7354694082208543
136,habitual_regular,established,0.576567465194071,0.4124256097871787
137,trialist,established,0.9663453714446475,0.38399388148319763
138,trialist,established,0.9197558445310106,0.2697358781892716
139,power_user,new_society,0.8600544082225822,0.7478682771486883
140,promo_hunter,established,0.8832369979551781,0.1711898333660007
141,promo_hunter,established,0.8222426231405313,0.5237750922759493
142,habitual_regular,established,0.913729060624258,0.5444921066379393
143,habitual_regular,established,0.5474124558872734,0.9206208341207466
144,habitual_regular,established,0.9019171012036702,0.666168552642567
145,trialist,new_society,0.8877332814563398,0.43538630723972177
146,promo_hunter,established,0.8732658103589133,0.26550878639516085
147,promo_hunter,new_society,0.9145786485685952,0.4977392614350391
148,promo_hunter,new_society,0.73632361453386,0.2636200692429074
149,promo_hunter,new_society,0.9629020122930565,0.6258944840390915
150,power_user,established,0.7006390431750664,0.853852007365738
151,habitual_regular,new_society,0.6939052195304146,0.5687712564557895
152,trialist,established,0.909593588777447,0.712840556259416
153,promo_hunter,established,0.9653795907945979,0.5508426160141547
154,trialist,established,0.6391900943360885,0.26214221073449784
155,promo_hunter,established,0.9226893069916706,0.3383195804722591
156,power_user,new_society,0.9505434144628938,0.9301861556987587
157,promo_hunter,established,0.9014213097948681,0.7698793518942878
158,habitual_regular,established,0.8619279048546403,0.6481461703242044
159,promo_hunter,established,0.6588559661528599,0.5846149086675942
160,trialist,established,0.5385543471837894,0.45111776492334293
161,promo_hunter,established,0.8600676474907201,0.4112328506128372
162,promo_hunter,established,0.7046208771638676,0.6716465446469777
163,trialist,established,0.7865139418626997,0.45108331226220033
164,promo_hunter,new_society,0.8705724780063749,0.36193342985428706
165,promo_hunter,established,0.7954790562566437,0.3248380914956655
166,habitual_regular,established,0.7251945264960945,0.39019228136781386
167,promo_hunter,established,0.7399827731763466,0.13529427422693577
168,promo_hunter,new_society,0.8889328769029443,0.09676255646769043
169,promo_hunter,established,0.9411477698634829,0.19334350916368095
170,trialist,established,0.7781526831121666,0.28499312823842976
171,trialist,new_society,0.9436803256536093,0.4637001489939027
172,trialist,new_society,0.8832548168916706,0.7184568137923042
173,habitual_regular,new_society,0.7175774074288284,0.382750638916427
174,trialist,established,0.8435514435367669,0.6851412137417203
175,habitual_regular,established,0.5484728194485506,0.6223816322435045
176,trialist,established,0.8216916260794495,0.35188327011796033
177,habitual_regular,established,0.7551788366804497,0.8860114141949839
178,promo_hunter,new_society,0.7491370190084297,0.704308191002526
179,habitual_regular,new_society,0.6176364079761926,0.8195570867190786
180,habitual_regular,established,0.7917340112868246,0.730393968786479
181,habitual_regular,established,0.7375727320454939,0.5811381309686018
182,trialist,new_society,0.8267265765862389,0.4190700848270725
183,habitual_regular,new_society,0.5188786472854894,0.3903949706175051
184,promo_hunter,new_society,0.9376338147201255,0.21189113833312043
185,habitual_regular,new_society,0.591415885595669,0.6268871755000962
186,habitual_regular,established,0.7799257183199427,0.49145760380300996
187,power_user,new_society,0.8312871646081156,0.910795918220212
188,promo_hunter,established,0.8370252545419431,0.5542267897566724
189,promo_hunter,established,0.9078535357700356,0.1742768368607406
190,habitual_regular,new_society,0.8065515434446641,0.7530498039474298
191,habitual_regular,new_society,0.905355361174169,0.5706711968387953
192,habitual_regular,new_society,0.9360325484418954,0.6178968274850902
193,trialist,established,0.8633380447081054,0.7396126716752714
194,promo_hunter,established,0.7789643919265626,0.30026347508409024
195,trialist,established,0.9012243950582525,0.5448888873528307
196,habitual_regular,established,0.9194810693866309,0.816728226764147
197,promo_hunter,established,0.6389144902294952,0.375454742412906
198,habitual_regular,established,0.6225691002559277,0.643846226532575
199,power_user,established,0.7705113284265722,0.770849594738705
200,promo_hunter,established,0.9629587378134972,0.43692067963527126
201,habitual_regular,new_society,0.9161454646297525,0.6301665594775806
202,promo_hunter,new_society,0.8688470467914645,0.43772032742276823
203,habitual_regular,established,0.7793551781438395,0.3816151188934486
204,promo_hunter,established,0.5355860749448529,0.5112624587956847
205,habitual_regular,established,0.772565224366228,0.7430406173800853
206,promo_hunter,established,0.726567668746443,0.15205200655678872
207,promo_hunter,established,0.8847346911300749,0.4657129819336607
208,trialist,new_society,0.8851155297373335,0.5672755913418921
209,habitual_regular,established,0.8552398207950083,0.8209557377897854
210,power_user,new_society,0.8523270647237479,0.8743564896635779
211,trialist,new_society,0.6724309020499379,0.542172407859448
212,habitual_regular,established,0.5731237837832063,0.8423499606569211
213,habitual_regular,new_society,0.7896473883166939,0.6017846274826678
214,power_user,new_society,0.6387957962564164,0.8947967331564428
215,promo_hunter,established,0.8923662084557947,0.12353161974973041
216,power_user,established,0.8038950265517072,0.8875289150616367
217,habitual_regular,new_society,0.9501403883120241,0.40349307597242023
218,trialist,new_society,0.7915315736394098,0.5636548201889229
219,promo_hunter,established,0.7195396084271318,0.14488475749695057
220,trialist,new_society,0.7803407679391593,0.8604193569513471
221,promo_hunter,new_society,0.46370539500520086,0.2601914561529244
222,trialist,new_society,0.7893856307605939,0.779250869757668
223,habitual_regular,established,0.683226427623998,0.3058232007349113
224,habitual_regular,new_society,0.49585682150779564,0.6648440815515434
225,promo_hunter,established,0.9438816810654739,0.448225553786115
226,habitual_regular,new_society,0.8700797392658634,0.5888813737092738
227,habitual_regular,new_society,0.6575271682058542,0.7333931320193839
228,promo_hunter,established,0.9737383958193649,0.5188021517392915
229,promo_hunter,new_society,0.8471719032576727,0.7091420378258673
230,promo_hunter,established,0.9190838406192495,0.6574728127957451
231,power_user,new_society,0.5784258961251822,0.749294666027162
232,promo_hunter,established,0.8615555084502043,0.27552411145283806
233,habitual_regular,established,0.956661833572814,0.747018063945739
234,habitual_regular,new_society,0.8161500545490746,0.424374105529263
235,trialist,new_society,0.860916115789585,0.46562802099096684
236,trialist,established,0.8094469176978105,0.2219756227303095
237,habitual_regular,new_society,0.9271126836161775,0.7501877285627996
238,promo_hunter,established,0.5436825105054647,0.4033973054584905
239,habitual_regular,new_society,0.43030051966728355,0.5770088382740192
240,promo_hunter,new_society,0.9910248133085555,0.06652125781081406
241,promo_hunter,new_society,0.8799110845063768,0.21431091238865246
242,promo_hunter,new_society,0.8445628945298642,0.4210430163729165
243,habitual_regular,new_society,0.7906512571997205,0.7501222762055194
244,habitual_regular,new_society,0.7546666337331802,0.5754257942408352
245,habitual_regular,established,0.9041337717430435,0.8305119456245333
246,habitual_regular,new_society,0.7978885481454482,0.7450761170477751
247,trialist,established,0.7298486451209749,0.4175522058681574
248,trialist,established,0.8402222647529727,0.5348094730649657
249,habitual_regular,established,0.8733795171254931,0.7574782985334763
250,promo_hunter,new_society,0.901886199583666,0.29930637563833334
251,promo_hunter,established,0.891739709239642,0.706832104148423
252,trialist,new_society,0.805863242141959,0.5505555375641408
253,habitual_regular,established,0.8923236980934764,0.44628466559121893
254,trialist,established,0.7575709548001709,0.4892509853004654
255,trialist,established,0.651426086812582,0.464878051824055
256,promo_hunter,established,0.9759286224712339,0.17990181365027258
257,power_user,established,0.9413977457957428,0.5585080794589053
258,habitual_regular,established,0.9518607921650593,0.7394481272953983
259,promo_hunter,new_society,0.788588369798009,0.2817996112177637
260,trialist,new_society,0.9274030207818661,0.5547725315978689
261,promo_hunter,established,0.6667069973435579,0.4073199984672388
262,promo_hunter,new_society,0.85223288688505,0.5553162410820678
263,habitual_regular,new_society,0.5946285632285722,0.20184582255909894
264,power_user,established,0.7272158434780231,0.8554621242619085
265,habitual_regular,established,0.7797774738736997,0.722354033942776
266,power_user,new_society,0.530255887027814,0.8827398232085373
267,promo_hunter,new_society,0.8028855623791499,0.37041184722171766
268,promo_hunter,new_society,0.7337451237525642,0.5078868830790051
269,promo_hunter,established,0.7423759828765553,0.38884507319173967
270,promo_hunter,new_society,0.8022814266511188,0.16506307009612972
271,habitual_regular,established,0.8651116104212603,0.6942560134759519
272,promo_hunter,established,0.7124441389545594,0.228821603286687
273,promo_hunter,established,0.9270864549985969,0.41900650944684154
274,power_user,new_society,0.9104393109753001,0.9312033921009907
275,habitual_regular,established,0.8801318123242343,0.5993947455400912
276,power_user,established,0.8969350017480306,0.9722257453551918
277,trialist,established,0.8492283068463792,0.39295398435399626
278,habitual_regular,new_society,0.5224437376000101,0.640498424027948
279,promo_hunter,established,0.7207028229919635,0.7135109742854607
280,trialist,established,0.9603058620384649,0.5586257046299404
281,trialist,new_society,0.8587853550240755,0.4267677651093977
282,habitual_regular,new_society,0.799928889845461,0.41571513597465803
283,power_user,new_society,0.6420424550378919,0.9002851520952072
284,habitual_regular,established,0.9035116550454653,0.7756598744136868
285,trialist,established,0.7104634537094136,0.34399520229479486
286,habitual_regular,established,0.8977396712494989,0.30496576841748874
287,promo_hunter,established,0.7451474111527292,0.8313572291240593
288,habitual_regular,established,0.5625495856692139,0.6249603559010096
289,promo_hunter,new_society,0.8969217121904475,0.4055121579990381
290,power_user,established,0.9122739091665886,0.8043804022585015
291,trialist,established,0.8492455295304172,0.6528329046123001
292,habitual_regular,new_society,0.8471179951892415,0.7343056560887581
293,promo_hunter,established,0.6548782411648226,0.43935810851186774
294,habitual_regular,new_society,0.8223232063457535,0.34874879845278406
295,promo_hunter,established,0.7433433619882084,0.15718108725901692
296,habitual_regular,new_society,0.8327730518413545,0.439758724775088
297,promo_hunter,established,0.9260052621584564,0.40929159178928354
298,promo_hunter,new_society,0.49047612189539813,0.40966991061769614
299,promo_hunter,established,0.8254674785071311,0.2113290220136506
300,trialist,established,0.839600974769143,0.8270311966902342
301,habitual_regular,established,0.7905285073588603,0.7332042063049998
302,promo_hunter,established,0.8414512704418295,0.2972693876513254
303,trialist,new_society,0.8579965602278634,0.7990290384608021
304,trialist,established,0.9260276635190509,0.5033004925724178
305,trialist,new_society,0.7904936956739637,0.22868888635508092
306,promo_hunter,established,0.9178625058339047,0.21458492251161784
307,trialist,new_society,0.5340398523330675,0.47091605433016087
308,promo_hunter,established,0.8837602394053272,0.5514610864291851
309,trialist,new_society,0.8871137499705788,0.49980710822501845
310,promo_hunter,new_society,0.8279068400409287,0.31565886641531726
311,promo_hunter,established,0.6477091689047373,0.38495700751605444
312,promo_hunter,established,0.8700190572350335,0.3104792097519615
313,trialist,established,0.6084075286993238,0.4307873043357232
314,power_user,established,0.900737468110844,0.9420772202514746
315,promo_hunter,new_society,0.8607787185574954,0.44952697204817865
316,promo_hunter,established,0.9643093243343831,0.39685869055784145
317,habitual_regular,established,0.8480689620883671,0.4257863854566677
318,promo_hunter,established,0.6707049596413209,0.37956652515429445
319,promo_hunter,new_society,0.807645598501865,0.4009603831071941
320,habitual_regular,new_society,0.8769586931709619,0.6883018218506294
321,promo_hunter,established,0.9106405086247348,0.40551834972412276
322,habitual_regular,new_society,0.9114635289681327,0.40763952947494214
323,habitual_regular,new_society,0.6678414260274661,0.4761846605708979
324,habitual_regular,new_society,0.8296292529095933,0.7732032897294797
325,trialist,new_society,0.81357997235899,0.5268172987881072
326,habitual_regular,established,0.712521044127956,0.8110744037237376
327,promo_hunter,established,0.7689592691597108,0.5065573517624538
328,trialist,established,0.782432016953129,0.46681049528095836
329,promo_hunter,new_society,0.6438624817262998,0.3779292890764688
330,trialist,established,0.46189772671584833,0.6949085917591035
331,promo_hunter,established,0.6434184622240313,0.4796259401283682
332,promo_hunter,new_society,0.804559942470692,0.3819024241435873
333,trialist,established,0.8864380321441883,0.7239181500672813
334,trialist,established,0.9693913836264035,0.37028232511085346
335,habitual_regular,established,0.7499769218823885,0.7329491078548244
336,promo_hunter,new_society,0.5606420466881784,0.10260720720187681
337,habitual_regular,established,0.9733449163752738,0.35664121212112115
338,habitual_regular,new_society,0.7699618583831422,0.48640824943085015
339,promo_hunter,established,0.8655279763940196,0.2598819672609944
340,habitual_regular,new_society,0.7382084130478078,0.47376336255009976
341,habitual_regular,established,0.8280307069895816,0.7495711134491692
342,power_user,new_society,0.5720647190894101,0.9690069290358962
343,trialist,established,0.8767001497452936,0.5068030651655645
344,power_user,new_society,0.8261052762826497,0.7364865000531183
345,promo_hunter,established,0.7831556075505914,0.5289055711210546
346,promo_hunter,established,0.9498063156852194,0.48591414031106145
347,habitual_regular,new_society,0.6258944952308272,0.6277102346483032
348,power_user,established,0.8737357793549074,0.9075942263642011
349,habitual_regular,new_society,0.6972698720335805,0.08208438874631437
350,promo_hunter,established,0.4588769461312136,0.35684952754845434
351,habitual_regular,established,0.7247125419025877,0.881087733587624
352,promo_hunter,established,0.8140243963523452,0.439491844784324
353,promo_hunter,established,0.8044810852920488,0.6110622340082537
354,trialist,new_society,0.7389604745761396,0.6076747416247531
355,trialist,new_society,0.9000340872848204,0.5055307565825549
356,trialist,established,0.9159716124309536,0.7402302748451393
357,habitual_regular,established,0.9740480045593812,0.8411295801480657
358,promo_hunter,established,0.8213235634729246,0.4911439362994189
359,habitual_regular,new_society,0.9056993653930034,0.9058125909019454
360,habitual_regular,established,0.8299295451872671,0.7088101551671452
361,trialist,new_society,0.984050761893029,0.21670597526205568
362,habitual_regular,established,0.8586781145890039,0.8072015024724859
363,trialist,established,0.8109662141306619,0.5873597088596118
364,promo_hunter,new_society,0.8879650022673348,0.38024263247975876
365,trialist,established,0.8209928022910268,0.3768386584423995
366,trialist,new_society,0.7534281098053818,0.34253930677347777
367,promo_hunter,new_society,0.9263694313776115,0.10826448096381425
368,promo_hunter,established,0.9099806785942693,0.33739507793791823
369,habitual_regular,established,0.8228708098820832,0.5453141028973909
370,promo_hunter,established,0.8331021337475675,0.3875964256688681
371,promo_hunter,established,0.8418044201616756,0.3817785885648933
372,habitual_regular,new_society,0.8414657787379204,0.7076161525323315
373,trialist,established,0.9552324192900618,0.3852688687422454
374,trialist,established,0.9633283595517826,0.46399201047692096
375,habitual_regular,established,0.7946483492726849,0.2951129306750336
376,trialist,new_society,0.8278362866576753,0.5716855262227961
377,promo_hunter,established,0.760315759731207,0.34624351587448243
378,promo_hunter,new_society,0.7373124499191944,0.14187191970806276
379,promo_hunter,established,0.8013428753038213,0.22273743358696865
380,promo_hunter,established,0.8887861484722438,0.1307393666992768
381,promo_hunter,new_society,0.8163513535716458,0.08257418262090557
382,habitual_regular,established,0.7085719919668221,0.5210144376934238
383,habitual_regular,established,0.7986550201270499,0.6292675291778845
384,trialist,established,0.5949904504403073,0.32513627263967004
385,trialist,new_society,0.9068291789046165,0.4557424370824422
386,promo_hunter,new_society,0.871154460193626,0.21375279020188295
387,promo_hunter,established,0.5083317554098962,0.5892305606573028
388,trialist,new_society,0.7950857874000679,0.6732925729108186
389,trialist,established,0.8276262527038463,0.7037307243065395
390,promo_hunter,new_society,0.8474210832813254,0.36921482123175325
391,trialist,new_society,0.8391860694883788,0.6749508219401952
392,habitual_regular,new_society,0.8610433119473635,0.6089794608373365
393,habitual_regular,established,0.789738800478555,0.4571169922166829
394,trialist,established,0.9174013663260981,0.5265472262214341
395,habitual_regular,new_society,0.8980075663336347,0.6099645120496966
396,habitual_regular,new_society,0.5007800463588801,0.6431641371326775
397,trialist,established,0.7563120672741397,0.4191421989415284
398,habitual_regular,new_society,0.7983207047581925,0.5227420778005579
399,habitual_regular,established,0.7141895637474165,0.3422118632620988
400,power_user,established,0.8602211063341587,0.8582703768943376
401,habitual_regular,established,0.7223115525107623,0.5622482024962845
402,trialist,new_society,0.5828043552067019,0.5332918724246641
403,habitual_regular,established,0.7645822839480247,0.8760659978310054
404,habitual_regular,established,0.8562881377112985,0.733541298637734
405,habitual_regular,established,0.7874147242961435,0.23421344866337027
406,promo_hunter,established,0.849136872353712,0.3027321275996371
407,promo_hunter,new_society,0.6727014727784668,0.4406892480727373
408,habitual_regular,new_society,0.719408621699142,0.7574070910206662
409,power_user,established,0.9706673173989998,0.9198248084124558
410,trialist,established,0.5025060828605412,0.7301386386269944
411,power_user,new_society,0.8226304583211131,0.9318622413056149
412,promo_hunter,new_society,0.6993624311690066,0.28366568692447
413,power_user,established,0.8925497091577727,0.8318727126074329
414,promo_hunter,established,0.8610685352084131,0.08982913099509801
415,promo_hunter,established,0.6445505054383748,0.5407656618041202
416,habitual_regular,established,0.8435465178521346,0.9074207941115149
417,power_user,new_society,0.9065306143199853,0.7145557448619175
418,promo_hunter,established,0.47586557943388325,0.49680746229749356
419,promo_hunter,established,0.7008703707321494,0.3410172499275514
420,promo_hunter,established,0.5114935585246193,0.3294326669604321
421,promo_hunter,established,0.7746438535946357,0.22386395912577428
422,habitual_regular,established,0.4953074025209245,0.6649977575368807
423,habitual_regular,established,0.8271662265322741,0.7212486728676194
424,habitual_regular,new_society,0.8012598776268504,0.6693679858900241
425,promo_hunter,established,0.8724242438163414,0.26352213987048523
426,promo_hunter,new_society,0.8784100312044136,0.320859837876097
427,habitual_regular,new_society,0.6813700464598776,0.514708092505554
428,habitual_regular,new_society,0.7417128858048291,0.7271193041761999
429,trialist,established,0.8245960742275572,0.26413368825915107
430,promo_hunter,established,0.7103949605814188,0.2658265186403786
431,trialist,new_society,0.7015507541840286,0.7687197409642224
432,trialist,established,0.9454486842021056,0.6445193655831003
433,habitual_regular,established,0.852194940485135,0.7963998438547825
434,habitual_regular,established,0.8873221308443119,0.7870166267593534
435,power_user,established,0.8207679747939851,0.7846198044182061
436,promo_hunter,new_society,0.9053628194769575,0.17216278853910946
437,promo_hunter,new_society,0.8439214124495951,0.7159133874137312
438,trialist,established,0.6098218037147591,0.45470134233331005
439,trialist,established,0.927699331608524,0.5937817562311386
440,promo_hunter,new_society,0.6107773894937368,0.5817006280499559
441,trialist,established,0.6171047551714304,0.36088166525788207
442,power_user,established,0.817643327176776,0.9502560115400475
443,habitual_regular,new_society,0.7840831932834694,0.6403541260007799
444,trialist,established,0.7506634553356718,0.5093917141172846
445,promo_hunter,established,0.7412922697619686,0.7386582435435345
446,promo_hunter,established,0.9009474224845938,0.26018837762299324
447,power_user,new_society,0.616355849478959,0.7307116009635499
448,habitual_regular,established,0.7163710559542394,0.5201132410945026
449,trialist,established,0.9729052804049374,0.25539086509131
450,habitual_regular,new_society,0.8452998935532284,0.8485280711421909
451,habitual_regular,established,0.8506342308356347,0.6879900164353906
452,trialist,new_society,0.882470303633888,0.32008024584421335
453,habitual_regular,established,0.9378007679187544,0.7000681553312955
454,power_user,established,0.5635247912395849,0.8753769110061805
455,trialist,new_society,0.8092343971980921,0.41708437957682054
456,power_user,established,0.8825193002785006,0.8712803178983334
457,promo_hunter,new_society,0.8471115242064984,0.46879135770041624
458,habitual_regular,established,0.8235405569842429,0.31179741918475384
459,promo_hunter,new_society,0.943628673038827,0.6374340362111214
460,promo_hunter,established,0.9177815214348968,0.15961534667330976
461,habitual_regular,established,0.9127489074203469,0.7021683486527031
462,promo_hunter,established,0.550815838478446,0.12748822921915634
463,promo_hunter,new_society,0.9298886616452217,0.6744560477292426
464,promo_hunter,established,0.8168803380824132,0.23314292341562196
465,habitual_regular,established,0.8737492073635582,0.79127652994277
466,habitual_regular,new_society,0.9183106303601791,0.5117649864211946
467,promo_hunter,established,0.8694988950149636,0.3177118772977842
468,habitual_regular,established,0.9358549149991142,0.9532902888121211
469,promo_hunter,established,0.8048999970452483,0.3985654974514628
470,trialist,established,0.6984488166062688,0.632001964009595
471,promo_hunter,new_society,0.9343352827249709,0.4921492447969568
472,promo_hunter,new_society,0.9007705089488312,0.4149105057547135
473,trialist,new_society,0.8925996678040902,0.4009071100496994
474,promo_hunter,established,0.8611701496038178,0.2374964909395362
475,power_user,new_society,0.5414156607551679,0.5321547855668531
476,trialist,established,0.800898416822997,0.6384582033140742
477,trialist,new_society,0.43943898920595476,0.74497956826357
478,habitual_regular,established,0.8135326577536869,0.6780548978137607
479,trialist,established,0.859360926552915,0.4943704525058851
480,power_user,new_society,0.9614181650916388,0.7101785768410358
481,trialist,established,0.9596439176935025,0.4272767381574956
482,trialist,new_society,0.713782912450208,0.20576026899910735
483,habitual_regular,established,0.9078627166235621,0.5447449641504701
484,promo_hunter,established,0.9189443547561635,0.5452814509315933
485,habitual_regular,new_society,0.8890464320843366,0.5016255491772077
486,habitual_regular,established,0.8408318179971609,0.31111739574812936
487,promo_hunter,established,0.7202696038744771,0.7272980597305616
488,promo_hunter,established,0.6804001115443505,0.528126854458698
